Código;Descrição;Situação;Situação Conferência;Situação Sorter;Cod. SKU;Num. Picking;Num. Pedido;Num. Caixa Plástica;Num. Endereço;Num. Posto;Num. Conferencia;Num. Controle;Cor LED;Data Início;Data Finalização;Data Conferência;Quantidade;Quantidade Separada;Quantidade Conferida;Usuário Operador;Usuário Conferência;Livre 1;Livre 2;Livre 3;Livre 4;Livre 5;Livre 6;Livre 6;Livre 6;Livre 6;Livre 10;
605366;UNIAO INT. 1/2" PRETO                UN51-REBOUCAS;F;F;;23316;0000322503;3618481;060332;153665;2;1;;;30/09/2025 21:54;30/09/2025 22:08;30/09/2025 22:51;1;1;1;ALISON.PEREIRA;EDENILSONN;2;562695;PLASTICA;110496;30;PLASTICA;47993;7898641101889;PESADO;CAIXA;
605367;REG.ESF.ROSC.  3/4"                      552-KRONA;F;F;;10650;0000322503;3618481;060332;153992;2;1;;;30/09/2025 21:54;30/09/2025 22:08;30/09/2025 22:51;1;1;1;ALISON.PEREIRA;EDENILSONN;2;562703;PLASTICA;110496;30;PLASTICA;47993;17897801301043;PESADO;CAIXA TEMP 2;
605368;RAB.PVC  50CM                            743-KRONA;F;F;;10454;0000322503;3618481;060332;149715;3;1;;;30/09/2025 21:54;30/09/2025 22:15;30/09/2025 22:51;1;1;1;ELIASJ;EDENILSONN;2;562700;PLASTICA;110496;30;PLASTICA;47993;17897801300848;PESADO;CAIXA;
605369;PLAFON C/SOQ.LOUCA E27/100W BR.           3295-OPL;F;F;;29208;0000322503;3618481;060332;150342;5;1;;;30/09/2025 21:54;30/09/2025 22:23;30/09/2025 22:51;20;20;20;WELESON.RODRIGUES;EDENILSONN;2;562694;PLASTICA;110496;30;PLASTICA;47993;7898587732956;PESADO;PEÇA;
605370;TRINCHA MEDIA SINT.GRIS CB.AM.1.1/2"   317004-ROMA;F;F;;32993;0000322503;3618481;060332;151168;8;1;;;30/09/2025 21:54;30/09/2025 22:30;30/09/2025 22:51;1;1;1;ARTHUR.SILVA;EDENILSONN;2;562693;PLASTICA;110496;30;PLASTICA;47993;17891595006788;PESADO;CAIXA;
605371;FECH.EXT.BOLA.ALAV.CR.FERRO 2010/6/9 COIMBRA -HELA;F;F;;6337;0000322503;3618481;060332;151093;8;1;;;30/09/2025 21:54;30/09/2025 22:30;30/09/2025 22:51;1;1;1;ARTHUR.SILVA;EDENILSONN;2;562698;PLASTICA;110496;30;PLASTICA;47993;7898290167083;PESADO;PEÇA;
605372;FITA CREPE 24x50m                     710-ADELBRAS;F;F;;5163;0000322503;3618481;060332;151517;10;1;;;30/09/2025 21:54;30/09/2025 22:33;30/09/2025 22:51;1;1;1;THALIS.SILVA;EDENILSONN;2;562690;PLASTICA;110496;30;PLASTICA;47993;7896603802881;PESADO;CAIXA TEMP 2;
605373;SIFAO AJUST.MULTIUSO DUPLO BR.           861-KRONA;F;F;;17370;0000322503;3618481;060332;151521;10;1;;;30/09/2025 21:54;30/09/2025 22:34;30/09/2025 22:51;6;6;6;THALIS.SILVA;EDENILSONN;2;562696;PLASTICA;110496;30;PLASTICA;47993;7897801301817;PESADO;PEÇA;
605374;SIFAO AJUST.MULTIUSO BR.1,50m            2607-HERC;F;F;;20492;0000322503;3618481;060332;154982;11;1;;;30/09/2025 21:54;30/09/2025 22:35;30/09/2025 22:51;1;1;1;YAN.PABLO;EDENILSONN;2;562692;PLASTICA;110496;30;PLASTICA;47993;7898668361709;PESADO;PEÇA;
605645;CASCOLA S/TOLUOL EXTRA 30gr.                HENKEL;F;F;;227;0000322536;3619625;0365;150527;15;1;;;30/09/2025 21:55;30/09/2025 22:18;30/09/2025 23:33;1;1;1;CARLOS.EDUARDO;CHECK_WEIGHT;3;562963;AGRO;110496;21;AGRO;48018;7891200007868;PESADO;PEÇA;
605646;DISJ.CURVA C DIN 1X32A                     SOPRANO;F;F;;26580;0000322536;3619625;0365;158827;16;1;;;30/09/2025 21:55;30/09/2025 22:42;30/09/2025 23:33;3;3;3;CARLOS.FERREIRA;CHECK_WEIGHT;3;562971;AGRO;110496;21;AGRO;48018;7892327521787;PESADO;PEÇA;
605647;MULTIMETRO DIGITAL                     3001-FOXLUX;F;F;;21383;0000322536;3619625;0365;156166;18;1;;;30/09/2025 21:55;30/09/2025 23:13;30/09/2025 23:33;2;2;2;MATHEUS;CHECK_WEIGHT;3;562969;AGRO;110496;21;AGRO;48018;7898105772747;PESADO;PEÇA;
605650;ROLO ESPUMA AMARELO C/CB.05cm          440/05-ROMA;F;F;;5788;0000322536;3619625;0365;163333;101;1;;;30/09/2025 21:55;30/09/2025 22:01;30/09/2025 23:33;4;4;4;LUCAS.CALIXTO;CHECK_WEIGHT;3;562958;AGRO;110496;21;AGRO;48018;7891595000178;PESADO;PEÇA;
605651;LAMP.LED 50W/6500K                            KIAN;F;F;;24545;0000322536;3619625;0365;163364;101;1;;;30/09/2025 21:55;30/09/2025 21:59;30/09/2025 23:33;5;5;5;LUCAS.CALIXTO;CHECK_WEIGHT;3;562972;AGRO;110496;21;AGRO;48018;7899710010415;PESADO;PEÇA;
605648;SERRA T.TICO BIM.DUAL CUT 75mm C/2  BU3DC-STARRETT;F;F;;23529;0000322536;3619625;0365;159540;19;1;;;30/09/2025 21:55;30/09/2025 23:33;30/09/2025 23:33;1;1;1;LUIS.ALMEIDA;CHECK_WEIGHT;3;562961;AGRO;110496;21;AGRO;48018;7891265124845;PESADO;Cartela;
605649;LAMP.LED 80W/6500K E27-E40                    KIAN;F;F;;29685;0000322536;3619625;0365;163211;101;1;;;30/09/2025 21:55;30/09/2025 21:57;30/09/2025 23:33;1;1;1;LUCAS.CALIXTO;CHECK_WEIGHT;3;562951;AGRO;110496;21;AGRO;48018;7899710016066;PESADO;PEÇA;
605411;FITA DUPLA FACE ACRILICA(12mmx03m)AUTO/5369     3M;F;P;;3327;0000322508;3618569;060469;153693;1;1;;;30/09/2025 21:55;30/09/2025 22:16;;4;4;0;ALISON.PEREIRA;;2;562735;PLASTICA;110496;1;PLASTICA;47996;7891040081455;PESADO;ROLO;
605413;ADAPT.SOLD.A.A.P/CX.D'AGUA 20MMX1/2"       FORTLEV;F;P;;26815;0000322508;3618569;060469;162015;2;1;;;30/09/2025 21:55;30/09/2025 22:35;;1;1;0;ALISON.PEREIRA;;2;562743;PLASTICA;110496;1;PLASTICA;47996;17898543591440;PESADO;PACOTE;
605412;ADAPT.INT.1" PRETO                   AD53-REBOUCAS;F;P;;27791;0000322508;3618569;060469;153902;1;1;;;30/09/2025 21:55;30/09/2025 22:16;;1;1;0;ALISON.PEREIRA;;2;562748;PLASTICA;110496;1;PLASTICA;47996;7898003449147;PESADO;PACOTE;
605414;ADAPT.SOLD.25MMX3/4"                    -PLASTILIT;F;P;;30322;0000322508;3618569;060469;149835;4;1;;;30/09/2025 21:55;30/09/2025 22:40;;1;1;0;WELESON.RODRIGUES;;2;562739;PLASTICA;110496;1;PLASTICA;47996;17898067900506;PESADO;PACOTE;
605415;REG.ESF.SOLD.20mm                       -UNIFORTTE;F;P;;17887;0000322508;3618569;060469;154201;4;1;;;30/09/2025 21:55;30/09/2025 22:40;;2;2;0;WELESON.RODRIGUES;;2;562740;PLASTICA;110496;1;PLASTICA;47996;7898542117323;PESADO;SACO;
605417;LIXA FERRO 100 C/25pcs                -CARBORUNDUM;F;P;;78021;0000322508;3618569;060469;151076;8;1;;;30/09/2025 21:55;30/09/2025 22:44;;2;2;0;LUCAS.JESUS;;2;562741;PLASTICA;110496;1;PLASTICA;47996;7891792952041;PESADO;PACOTE;
605416;EXT.3S.2P PAR.2X0,75MM   3M BR.NEW POP   227786-FC;F;P;;28239;0000322508;3618569;060469;151142;8;1;;;30/09/2025 21:55;30/09/2025 22:44;;1;1;0;LUCAS.JESUS;;2;562738;PLASTICA;110496;1;PLASTICA;47996;7897356527786;PESADO;PEÇA;
605418;FITA ISOLANTE 10m(19x10m)                 ADELBRAS;F;P;;32246;0000322508;3618569;060469;150776;9;1;;;30/09/2025 21:55;30/09/2025 22:47;;1;1;0;ARTHUR.SILVA;;2;562745;PLASTICA;110496;1;PLASTICA;47996;7896603806117;PESADO;PACOTE;
605419;TRINCHA MEDIA GRIS CB.PR.1.1/2"        700E-CONDOR;F;P;;85379;0000322508;3618569;060469;158226;11;1;;;30/09/2025 21:55;30/09/2025 23:00;;1;1;0;YAN.PABLO;;2;562744;PLASTICA;110496;1;PLASTICA;47996;17891055169909;PESADO;PACOTE;
605420;TE SOLDAVEL 25MM                        -PLASTILIT;F;P;;30497;0000322508;3618569;060469;163104;11;1;;;30/09/2025 21:55;30/09/2025 23:00;;1;1;0;YAN.PABLO;;2;562746;PLASTICA;110496;1;PLASTICA;47996;17898067900131;PESADO;PACOTE;
605421;DISCO CORTE INOX/FERRO 115x1.0x22mm        STANLEY;F;P;;20407;0000322508;3618569;060469;156033;18;1;;;30/09/2025 21:55;30/09/2025 23:26;;2;2;0;MATHEUS;;2;562734;PLASTICA;110496;1;PLASTICA;47996;27896525093675;PESADO;CAIXA;
605422;BROCA WIDIA 06,00mm                        STANLEY;F;P;;21470;0000322508;3618569;060469;150117;18;1;;;30/09/2025 21:55;30/09/2025 23:26;;1;1;0;MATHEUS;;2;562742;PLASTICA;110496;1;PLASTICA;47996;40028877491330;PESADO;CONJUNTO;
605423;CONECTOR SIMPLES 25mm      C/05 1803 PF-25-INTELLI;F;P;;18146;0000322508;3618569;060469;159567;19;1;;;30/09/2025 21:55;30/09/2025 23:41;;1;1;0;LUIS.ALMEIDA;;2;562747;PLASTICA;110496;1;PLASTICA;47996;7898441402230;PESADO;SACO;
605424;ROLO LA ANTI-RESPINGO ECONOMICO S/CB.23cm  -CASTOR;F;P;;29948;0000322508;3618569;060469;163288;101;1;;;30/09/2025 21:55;30/09/2025 22:03;;12;12;0;YURE.OLIVEIRA;;2;562736;PLASTICA;110496;1;PLASTICA;47996;7898003893339;PESADO;PEÇA;
605425;FITA EMBALAGEM TRANSPARENTE 45x40m       -KORETECH;F;P;;30530;0000322508;3618569;060469;163611;101;1;;;30/09/2025 21:55;30/09/2025 22:05;;2;0;0;YURE.OLIVEIRA;;2;562737;PLASTICA;110496;1;PLASTICA;47996;7908467200038;PESADO;PACOTE;
605549;PINO MACHO 2P.PRENSA 10A BR.        14240PCT-ILUMI;F;F;;18931;0000322525;3618858;060464;150076;4;1;;;30/09/2025 21:56;30/09/2025 22:22;30/09/2025 22:41;1;1;1;WELESON.RODRIGUES;EDENILSONN;2;562877;PLASTICA;110496;28;PLASTICA;48009;7898322644650;PESADO;CAIXA;
605550;FITA ISOLANTE 20m(19x20m)                 ADELBRAS;F;F;;32247;0000322525;3618858;060464;150156;5;1;;;30/09/2025 21:56;30/09/2025 22:29;30/09/2025 22:41;1;1;1;WELESON.RODRIGUES;EDENILSONN;2;562871;PLASTICA;110496;28;PLASTICA;48009;7896603806124;PESADO;AMARRADO;
605551;LAMP.LED 15W/6500K                          -AVANT;F;F;;23218;0000322525;3618858;060464;151127;8;1;;;30/09/2025 21:56;30/09/2025 22:31;30/09/2025 22:41;1;1;1;LUCAS.JESUS;EDENILSONN;2;562872;PLASTICA;110496;28;PLASTICA;48009;17899452032130;PESADO;CAIXA;
605552;FITA ISOLANTE 10m(19x10m)                 ADELBRAS;F;F;;32246;0000322525;3618858;060464;150776;9;1;;;30/09/2025 21:56;30/09/2025 22:33;30/09/2025 22:41;1;1;1;ARTHUR.SILVA;EDENILSONN;2;562873;PLASTICA;110496;28;PLASTICA;48009;7896603806117;PESADO;PACOTE;
605553;PINO FEMEA 3P.20A PR.                1423PCT-ILUMI;F;F;;33599;0000322525;3618858;060464;157812;9;1;;;30/09/2025 21:56;30/09/2025 22:33;30/09/2025 22:41;1;1;1;ARTHUR.SILVA;EDENILSONN;2;562875;PLASTICA;110496;28;PLASTICA;48009;7898322647095;PESADO;PACOTE;
605555;CX.S.QD.C/3 ENT.100x100x50mm             2259-HERC;F;F;;3078;0000322525;3618858;060464;163430;101;1;;;30/09/2025 21:56;30/09/2025 22:04;30/09/2025 22:41;6;0;0;YURE.OLIVEIRA;EDENILSONN;2;562874;PLASTICA;110496;28;PLASTICA;48009;7898059542762;PESADO;PEÇA;
605554;FITA ISOLANTE 05m(19x5m)                  ADELBRAS;F;F;;32245;0000322525;3618858;060464;150775;9;1;;;30/09/2025 21:56;30/09/2025 22:32;30/09/2025 22:41;1;1;1;ARTHUR.SILVA;EDENILSONN;2;562876;PLASTICA;110496;28;PLASTICA;48009;7896603806100;PESADO;AMARRADO;
605619;JG.CH.ALLEN 10pcs(1,5 A 10) PREMIUM   104-THOMPSON;F;F;;24317;0000322532;3619318;3036;154767;9;1;;;30/09/2025 21:56;30/09/2025 22:01;30/09/2025 22:07;6;6;6;ARTHUR.SILVA;CHECK_WEIGHT;3;562941;AGRO;110496;27;AGRO;48015;7898011972996;PESADO;Jogo;
605375;SIFAO AJUST.MULTIUSO BR.1,50m            2607-HERC;F;F;;20492;0000322504;3618481;060274;154982;11;1;;;30/09/2025 21:56;30/09/2025 22:18;30/09/2025 23:28;5;5;5;YAN.PABLO;LUIS.ALMEIDA;2;562692;PLASTICA;110496;30;PLASTICA;47993;7898668361709;PESADO;PEÇA;
605376;PREGO C/CAB.17x27 DUPLA                     GERDAU;F;F;;1016;0000322504;3618481;060274;155041;11;1;;;30/09/2025 21:56;30/09/2025 22:19;30/09/2025 23:28;5;5;5;YAN.PABLO;LUIS.ALMEIDA;2;562708;PLASTICA;110496;30;PLASTICA;47993;7891738033025;PESADO;KILO;
605378;INT.2S.BR.                       2018/STYLUS-ILUMI;F;F;;11553;0000322504;3618481;060274;151570;12;1;;;30/09/2025 21:56;30/09/2025 22:21;30/09/2025 23:28;10;10;10;RICHARD.TOMAZ;LUIS.ALMEIDA;2;562709;PLASTICA;110496;30;PLASTICA;47993;7898322640409;PESADO;PEÇA;
605377;TORQUES PEDREIRO 08"                    -SAO ROMAO;F;F;;3784;0000322504;3618481;060274;155141;12;1;;;30/09/2025 21:56;30/09/2025 22:22;30/09/2025 23:28;2;2;2;RICHARD.TOMAZ;LUIS.ALMEIDA;2;562706;PLASTICA;110496;30;PLASTICA;47993;7898089528149;PESADO;PEÇA;
605379;TORQUES ARMADOR 10"                     -SAO ROMAO;F;F;;3781;0000322504;3618481;060274;155572;14;1;;;30/09/2025 21:56;30/09/2025 22:23;30/09/2025 23:28;2;2;2;ALEX.FREITAS;LUIS.ALMEIDA;2;562699;PLASTICA;110496;30;PLASTICA;47993;7898089528156;PESADO;PEÇA;
605380;INT.2S.+TOM.20A.BR.             20211/STYLUS-ILUMI;F;F;;12982;0000322504;3618481;060274;155669;15;1;;;30/09/2025 21:56;30/09/2025 22:34;30/09/2025 23:28;12;12;11;CARLOS.EDUARDO;LUIS.ALMEIDA;2;562697;PLASTICA;110496;30;PLASTICA;47993;7898493992925;PESADO;PEÇA;
605381;REG.ESF.SOLD.25mm                        541-KRONA;F;F;;10656;0000322504;3618481;060274;151190;15;1;;;30/09/2025 21:56;30/09/2025 22:34;30/09/2025 23:28;2;2;2;CARLOS.EDUARDO;LUIS.ALMEIDA;2;562707;PLASTICA;110496;30;PLASTICA;47993;17897801301012;PESADO;CAIXA TEMP 2;
605384;TORN.JD.1/2"x3/4"                        1128-HERC;F;F;;3065;0000322504;3618481;060274;163472;101;1;;;30/09/2025 21:56;30/09/2025 22:00;30/09/2025 23:28;2;2;2;YURE.OLIVEIRA;LUIS.ALMEIDA;2;562689;PLASTICA;110496;30;PLASTICA;47993;7898059540898;PESADO;CAIXA;
605383;FITA CREPE 18x50m                     710-ADELBRAS;F;F;;5161;0000322504;3618481;060274;150162;18;1;;;30/09/2025 21:56;30/09/2025 22:41;30/09/2025 23:28;1;1;1;MATHEUS;LUIS.ALMEIDA;2;562705;PLASTICA;110496;30;PLASTICA;47993;7896603846250;PESADO;CAIXA TEMP 2;
605382;BROCA WIDIA 10,00mm                        STANLEY;F;F;;21473;0000322504;3618481;060274;156164;18;1;;;30/09/2025 21:56;30/09/2025 22:41;30/09/2025 23:28;2;2;2;MATHEUS;LUIS.ALMEIDA;2;562702;PLASTICA;110496;30;PLASTICA;47993;40028877490760;PESADO;CONJUNTO;
605385;INT.1S.+TOM.20A.BR.             20201/STYLUS-ILUMI;F;F;;12981;0000322504;3618481;060274;163572;101;1;;;30/09/2025 21:56;30/09/2025 22:02;30/09/2025 23:28;12;12;12;YURE.OLIVEIRA;LUIS.ALMEIDA;2;562701;PLASTICA;110496;30;PLASTICA;47993;7898493991324;PESADO;PEÇA;
605386;FITA CREPE 48x50m                     710-ADELBRAS;F;F;;5166;0000322504;3618481;060274;151835;101;1;;;30/09/2025 21:56;30/09/2025 22:06;30/09/2025 23:28;2;2;2;YURE.OLIVEIRA;LUIS.ALMEIDA;2;562704;PLASTICA;110496;30;PLASTICA;47993;7896603879067;PESADO;CAIXA TEMP 2;
605622;PLACA 4X2 3 MOD.(JUNTOS/HOR.)BR.C/SUP.LGP23/POP-PI;F;P;;27012;0000322534;3619374;060642;157283;6;1;;;30/09/2025 21:56;30/09/2025 22:18;;6;6;0;GUSTAVO.SANTANA;;2;562949;PLASTICA;110496;25;PLASTICA;48017;7891284058664;PESADO;PEÇA;
605623;BARRILHA ELEVADOR PH 2kg          04050002-ATCLLOR;F;P;;33916;0000322534;3619374;060642;154572;7;1;;;30/09/2025 21:56;30/09/2025 22:58;;2;0;0;JULIO.CARVALHO;;2;562947;PLASTICA;110496;25;PLASTICA;48017;751320017468;PESADO;SACO;
605624;MODULO TOM.10A.BR.                  LG030/POP-PIAL;F;P;;27002;0000322534;3619374;060642;157585;8;1;;;30/09/2025 21:56;30/09/2025 23:08;;3;3;0;LUCAS.JESUS;;2;562945;PLASTICA;110496;25;PLASTICA;48017;7891284058541;PESADO;PEÇA;
605626;CLORO PREMIUM 1kg                 04030016-ATCLLOR;F;P;;33920;0000322534;3619374;060642;158560;14;1;;;30/09/2025 21:56;30/09/2025 23:26;;4;4;0;ALEX.FREITAS;;2;562944;PLASTICA;110496;25;PLASTICA;48017;0751320017512;PESADO;SACO;
605625;TORN.JD.1130 AM.                      TJL001-ALPHA;F;P;;31490;0000322534;3619374;060642;158206;11;1;;;30/09/2025 21:56;30/09/2025 23:11;;2;2;0;YAN.PABLO;;2;562948;PLASTICA;110496;25;PLASTICA;48017;7898538977863;PESADO;PEÇA;
605627;BOTINA 44 ELASTICO BIDENS.BICO PVC        MARLUVAS;F;P;;23881;0000322534;3619374;060642;152047;101;1;;;30/09/2025 21:56;30/09/2025 22:06;;2;2;0;YURE.OLIVEIRA;;2;562946;PLASTICA;110496;25;PLASTICA;48017;7893963860902;PESADO;PAR;
605098;EXT.3S.2P PAR.2X0,75MM   5M BR.NEW POP   227793-FC;F;F;;28240;0000322454;3619629;322454;150299;5;1;;;30/09/2025 21:56;30/09/2025 22:13;30/09/2025 22:22;6;6;6;WELESON.RODRIGUES;CHECK_WEIGHT;1;562460;PAPELAO;110497;25;PAPELAO;47976;7897356527793;PESADO;PEÇA;
605097;FITA CREPE 18x50m AUTOMOTIVA VD   C/6 766-ADELBRAS;F;F;;31599;0000322454;3619629;322454;154258;5;1;;;30/09/2025 21:56;30/09/2025 22:14;30/09/2025 22:22;2;2;2;WELESON.RODRIGUES;CHECK_WEIGHT;1;562447;PAPELAO;110497;25;PAPELAO;47976;7896603806322;PESADO;PACOTE;
605096;LINHA PEDREIRO TRANCADA 100m          0029-POLIBEL;F;F;;5862;0000322454;3619629;322454;150208;5;1;;;30/09/2025 21:56;30/09/2025 22:13;30/09/2025 22:22;1;1;1;WELESON.RODRIGUES;CHECK_WEIGHT;1;562441;PAPELAO;110497;25;PAPELAO;47976;17898078640026;PESADO;CAIXA TEMP 2;
605100;BUCHA 07                            C/1000-TRIFIXI;F;F;;85108;0000322454;3619629;322454;150733;10;1;;;30/09/2025 21:56;30/09/2025 22:18;30/09/2025 22:22;6;6;6;THALIS.SILVA;CHECK_WEIGHT;1;562461;PAPELAO;110497;25;PAPELAO;47976;7897442100350;PESADO;SACO;
605099;DUREPOXI 50gr.                              HENKEL;F;F;;219;0000322454;3619629;322454;151070;8;1;;;30/09/2025 21:56;30/09/2025 22:14;30/09/2025 22:22;1;1;1;LUCAS.JESUS;CHECK_WEIGHT;1;562451;PAPELAO;110497;25;PAPELAO;47976;7891200007936;PESADO;CAIXA TEMP 2;
605101;PITAO Nº06 S/BUCHA C/100pcs                    -WS;F;F;;31183;0000322455;3619629;322455;151614;12;1;;;30/09/2025 21:56;30/09/2025 22:15;30/09/2025 22:33;1;1;1;RICHARD.TOMAZ;MARCIOS;1;562456;PAPELAO;110497;25;PAPELAO;47976;7898489750676;PESADO;SACO;
605102;EXT.3S.2P PAR.2X0,75MM  10M BR.NEW POP   227809-FC;F;F;;28241;0000322455;3619629;322455;151321;13;1;;;30/09/2025 21:56;30/09/2025 22:17;30/09/2025 22:33;4;4;4;ISRAEL.LAURINDO;MARCIOS;1;562445;PAPELAO;110497;25;PAPELAO;47976;7897356527809;PESADO;PEÇA;
605103;FITA ALUM.AUTO ADES.10cmx10mx1mm           -CIPLAK;F;F;;12858;0000322455;3619629;322455;151247;14;1;;;30/09/2025 21:56;30/09/2025 22:19;30/09/2025 22:33;4;4;4;ALEX.FREITAS;MARCIOS;1;562455;PAPELAO;110497;25;PAPELAO;47976;7898076995534;PESADO;ROLO;
605106;ANTICORROSIVO 250ML/120GR              -CHEMICOLOR;F;F;;30872;0000322455;3619629;322455;150505;15;1;;;30/09/2025 21:56;30/09/2025 22:26;30/09/2025 22:33;2;2;2;CARLOS.EDUARDO;MARCIOS;1;562458;PAPELAO;110497;25;PAPELAO;47976;27899674038870;PESADO;CAIXA;
605105;ESCAPULA Nº06 S/BUCHA C/100pcs                 -WS;F;F;;31175;0000322455;3619629;322455;155733;15;1;;;30/09/2025 21:56;30/09/2025 22:27;30/09/2025 22:33;1;1;1;CARLOS.EDUARDO;MARCIOS;1;562446;PAPELAO;110497;25;PAPELAO;47976;7898489750836;PESADO;SACO;
605104;LUVA ALGODAO/POLIES.C/REV.BORR.VULC.09 LV-A-BLAZ-9;F;F;;27714;0000322455;3619629;322455;158728;15;1;;;30/09/2025 21:56;30/09/2025 22:28;30/09/2025 22:33;24;24;24;CARLOS.EDUARDO;MARCIOS;1;562444;PAPELAO;110497;25;PAPELAO;47976;7908089600353;PESADO;PAR;
605107;ANTICORROSIVO 250ML/120GR              -CHEMICOLOR;F;F;;30872;0000322456;3619629;322456;150505;15;1;;;30/09/2025 21:56;30/09/2025 22:29;;1;1;1;CARLOS.EDUARDO;;1;562458;PAPELAO;110497;25;PAPELAO;47976;27899674038870;PESADO;CAIXA;
605108;PITAO Nº08 S/BUCHA C/100pcs                    -WS;F;F;;31184;0000322456;3619629;322456;155679;15;1;;;30/09/2025 21:56;30/09/2025 22:29;;1;1;1;CARLOS.EDUARDO;;1;562459;PAPELAO;110497;25;PAPELAO;47976;7898489750683;PESADO;SACO;
605109;LINHA PEDREIRO TRANCADA 050m          0012-POLIBEL;F;F;;5861;0000322456;3619629;322456;150925;16;1;;;30/09/2025 21:56;30/09/2025 23:02;;1;1;1;CARLOS.FERREIRA;;1;562449;PAPELAO;110497;25;PAPELAO;47976;17898078640019;PESADO;CAIXA TEMP 2;
605110;BUCHA 06                            C/1000-TRIFIXI;F;F;;85107;0000322456;3619629;322456;150887;16;1;;;30/09/2025 21:56;30/09/2025 23:02;;2;2;2;CARLOS.FERREIRA;;1;562452;PAPELAO;110497;25;PAPELAO;47976;7897442100343;PESADO;SACO;
605111;BUCHA 10                             C/500-TRIFIXI;F;F;;85110;0000322456;3619629;322456;150465;16;1;;;30/09/2025 21:56;30/09/2025 23:01;;1;1;1;CARLOS.FERREIRA;;1;562453;PAPELAO;110497;25;PAPELAO;47976;7897442100374;PESADO;SACO;
605112;BROCA ACO RAPIDO 07,00mm                   STANLEY;F;F;;21453;0000322456;3619629;322456;159103;17;1;;;30/09/2025 21:56;30/09/2025 23:10;;1;1;1;BRUNO.SILVA;;1;562450;PAPELAO;110497;25;PAPELAO;47976;17896525087561;PESADO;CONJUNTO;
605113;ESCAPULA Nº05 S/BUCHA C/100pcs                 -WS;F;F;;31174;0000322456;3619629;322456;158982;17;1;;;30/09/2025 21:56;30/09/2025 23:10;;1;1;1;BRUNO.SILVA;;1;562454;PAPELAO;110497;25;PAPELAO;47976;7898489750829;PESADO;SACO;
605114;SERRA MANUAL BIM.UNIQUE 24D    KBS1224-10-STARRETT;F;F;;15002;0000322456;3619629;322456;150248;17;1;;;30/09/2025 21:56;30/09/2025 23:09;;3;3;3;BRUNO.SILVA;;1;562457;PAPELAO;110497;25;PAPELAO;47976;7891265403438;PESADO;CAIXA;
605115;BROCA ACO RAPIDO 08,00mm                   STANLEY;F;P;;21462;0000322456;3619629;322456;159193;18;1;;;30/09/2025 21:56;30/09/2025 23:32;;2;2;0;MATHEUS;;1;562442;PAPELAO;110497;25;PAPELAO;47976;27896525087582;PESADO;CONJUNTO;
605116;FITA EMBALAGEM TRANSPARENTE 45x100m      -KORETECH;F;F;;31006;0000322456;3619629;322456;163201;101;1;;;30/09/2025 21:56;30/09/2025 22:09;;2;2;2;LUCAS.CALIXTO;;1;562443;PAPELAO;110497;25;PAPELAO;47976;7908467200373;PESADO;PACOTE;
605118;BUCHA 08                            C/1000-TRIFIXI;F;F;;85109;0000322457;3619629;322457;163275;101;1;;;30/09/2025 21:56;30/09/2025 22:07;30/09/2025 22:25;2;2;2;LUCAS.CALIXTO;MARCIOS;1;562448;PAPELAO;110497;25;PAPELAO;47976;7897442100367;PESADO;SACO;
605117;FITA EMBALAGEM TRANSPARENTE 45x100m      -KORETECH;F;F;;31006;0000322457;3619629;322457;163201;101;1;;;30/09/2025 21:56;30/09/2025 22:09;30/09/2025 22:25;2;2;2;LUCAS.CALIXTO;MARCIOS;1;562443;PAPELAO;110497;25;PAPELAO;47976;7908467200373;PESADO;PACOTE;
605201;TORN.PAREDE COZ/TQ.FIXA 1158 C23 CR.15CM BICO-LEAO;F;P;;27599;0000322471;3619657;322471;150136;5;1;;;30/09/2025 21:56;30/09/2025 22:14;;1;1;0;WELESON.RODRIGUES;;1;562548;PAPELAO;110497;14;PAPELAO;47985;7898512442691;PESADO;PEÇA;
605202;TRINCO CHATO  73mmx30mm Nº0                  -INCA;F;P;;2055;0000322471;3619657;322471;157293;6;1;;;30/09/2025 21:56;30/09/2025 22:17;;1;1;0;GUSTAVO.SANTANA;;1;562545;PAPELAO;110497;14;PAPELAO;47985;7893537003384;PESADO;CAIXA;
605203;TRINCHA MEDIA GRIS CB.VM.2"            302005-ROMA;F;P;;2939;0000322471;3619657;322471;151382;9;1;;;30/09/2025 21:56;30/09/2025 22:19;;1;1;0;ARTHUR.SILVA;;1;562553;PAPELAO;110497;14;PAPELAO;47985;17891595000052;PESADO;CAIXA TEMP 2;
605204;TORN.PAREDE COZ/TQ.FIXA 1158 C23 CR.15CM BICO-LEAO;F;P;;27599;0000322471;3619657;322471;158165;11;1;;;30/09/2025 21:56;30/09/2025 22:40;;1;0;0;YAN.PABLO;;1;562551;PAPELAO;110497;14;PAPELAO;47985;37898512442692;PESADO;CAIXA;
605207;ESPATULA PVC P/MASSA 07x9cm             230/M-ROMA;F;P;;3603;0000322471;3619657;322471;151373;13;1;;;30/09/2025 21:56;30/09/2025 23:11;;1;1;0;ISRAEL.LAURINDO;;1;562547;PAPELAO;110497;14;PAPELAO;47985;17891595000601;PESADO;CAIXA;
